objectID,Question1,Answer1,Question2,Answer2,Question3,Answer3,Question4,Answer4,imagePath
453183, What is the title of the art?, The House of Bijapur, When was the art created?, ca. 1680, What is the medium used to create the art?," Ink, opaque watercolor, gold, and silver on paper", Who is the artist of the art?, Kamal Muhammad,input_dataset/images/453183.jpg
457730, What is the name of the art?, Dagger with Zoomorphic Hilt, When was the art created?, Second half of the 16th century, What materials were used to make the art?," Hilt: copper; cast, chased, gilded, and inlaid with rubies. Blade: steel; forged", What cultural symbols are combined in the art's design?, Persian and Indian symbols of power,input_dataset/images/457730.jpg
453435, What type of object is it?, Coin, What material is the coin made of?, Silver, What is the diameter of the coin?, 2.1 cm, Who issued the coin and when?," Emperor Jahangir, issued in 1027 AH/1617–18 CE",input_dataset/images/453435.jpg
458438, What type of object is it?, Folio from a non-illustrated manuscript, What is the title of the art?, Folio from a Qur'an Manuscript, What is the medium used for the art?," Ink, opaque watercolor, and gold on paper", What is the size of the artwork in inches?, H. 19 1/2 in. (49.5 cm) x W. 14 in. (35.5 cm),input_dataset/images/458438.jpg
445246, What is the object's name?, Panel, When was the art created?, Early 17th century, What material is the art made of?," Cotton, tasar silk, plain weave, embroidered.", What is the art typically used for?, The art was likely used as a decoration for a mantle or an apron.,input_dataset/images/445246.jpg
448527, What is the name of the art?, Textile Fragment, What is the material and technique used in the art?," Cotton, plain weave; block-printed, mordant dyed", What is the time period during which the art was created?, 14th–15th century, Where was the textile fragment found?," near Fustat, Egypt (Old Cairo)",input_dataset/images/448527.jpg
453160, What is the purpose of the artwork?," It is a bed cover, specifically referred to as a ""Palampore"".", When was the artwork created?, It was created in the 18th century., What materials were used to create the artwork?," Cotton, with plain weave, mordant painting and dyeing, and resist-dyeing.", What is a unique feature of the artwork's decoration?," It combines elements from English embroideries, Chinese decorative objects, and Indian textiles, often featuring a central tree laden with fruits and birds.",input_dataset/images/453160.jpg
453263, What is the title of the art?, Composite Elephant, What is it made of?," Ink, opaque watercolor, and gold on paper", What does the painting depict?," A whimsical depiction of composite animals and figures, where dancers and musicians form the elephant and a noble figure rides upon it.", Where was the art most likely created?," Golconda, India",input_dataset/images/453263.jpg
456928, What is the name of the art?, Nobleman on a Terrace, When was the art created?, ca. 1780, What materials were used to create the art?," Ink, opaque watercolor, silver, and gold on paper", Where was the art created?, Murshidabad,input_dataset/images/456928.jpg
453086, What is the title of the art?," ""The Ascetic Witnesses the Woman Trying to Poison the Lover""", When was the art created?, Second quarter of the 16th century, What materials were used to create the art?, Ink and opaque watercolor on paper, What is the cultural origin of the art?," Mamluk Egypt with hints of Ottoman and Safavid influences, though possibly copied from an Egyptian original in Sultanate Gujarat, India",input_dataset/images/453086.jpg
448214, What is the name of the art object?, Kalamkari Rumal, When was the art object created?, ca. 1640–50, What materials were used to create the art object?," Cotton; plain weave, mordant painted and dyed, resist dyed", What is the subject matter of the art object?, Wine drinking and its pleasurable effects,input_dataset/images/448214.jpg
448480, What is the title of the art?," ""Princess Entertaining a Visitor on the Balcony"", Folio from the Davis Album", When was the art created?, Mid to second half of 17th century, What medium was used to create the art?," Ink, opaque watercolor, and gold on paper", What does the painting depict?," A princess entertaining a visitor on a balcony, set in the Kashmir valley with mountains and a lake in the background",input_dataset/images/448480.jpg
500757, What is the name of the art?, Rankinkan, What type of instrument is the art?, Idiophone-Shaken-crotal bell, What is the main material used to create the art?, Iron, What is the approximate diameter of the bell's frame?, 25.4 cm (10 in.),input_dataset/images/500757.jpg
453975, What is the title of the art?, Chand Bibi Hawking with Attendants in a Landscape, What is the medium used to create the art?," Opaque watercolor, gold, and silver on card-weight paper", Who is the main figure depicted in the painting?," Chand Bibi, a legendary queen of Ahmadnagar", What is the symbolism behind the red coloring on the horse's lower half?, It symbolizes wading through blood or bravery in battle,input_dataset/images/453975.jpg
659904, What is the name of the art piece in question?, Cutout, Who is the artist behind this art?, Lockwood de Forest, What is the art piece made of?, Brass, What was the inspiration for the design of this art piece?," Indian architecture, specifically examples in wood, plaster, and stone.",input_dataset/images/659904.jpg
451278, What is the title of the art?," ""Portrait of Khan Dauran Bahadur Nusrat Jang"", Folio from the Shah Jahan Album", Who created the art?, Murad, What medium was used to create the art?," Ink, opaque watercolor, and gold on paper", When was the art created?, verso: ca. 1640; recto: 1530–50,input_dataset/images/451278.jpg
446731, What type of object is described in the text?, Bracelet, When was the bracelet made?, 19th century, What material is the bracelet made from?, Gold, What unique feature does the bracelet possess?, It has two facing makara or dragon heads that serve as its clasp and jingle when the bracelet is moved.,input_dataset/images/446731.jpg
447780, What type of garment is this?, Choga, What material is it made from?, Wool and metal wrapped thread, Where was it likely made?, Kashmir, Who was the original owner?," Saiyid Sa'id, sultan of Zanzibar and imam of Muscat, Oman",input_dataset/images/447780.jpg
446737, What is the name of the art?," Bracelet (Kada), One of a Pair", When was the art made?, 19th century, What is the art made of?, Gold and Rubies, What is the significance of the makara heads on the bracelet?, Makara heads are mythic water monsters that symbolize protection. They are believed to hold a magical jewel or a rudraksha bead sacred to the god Shiva.,input_dataset/images/446737.jpg
453104, What is the object's title?," ""Leopard Bearing Lion's Order to Fellow Judges"", Folio 51 recto from a Kalila wa Dimna.", When was the object created?, Second quarter of the 16th century., What materials were used to create the object?, Ink and opaque watercolor on paper., What is the cultural origin of the manuscript?," It has a strong Mamluk Egypt flavor, with hints of Ottoman tulips and Safavid turbans, but is attributed to Sultanate Gujarat, where it may have been copied from an Egyptian original.",input_dataset/images/453104.jpg
448532, What is the material and technique used to create this textile fragment?," Cotton, plain weave; block-printed, resist dyed.", What is the approximate age of the textile fragment?, 13th–14th century., Where was the textile fragment discovered?," Near Fustat, Egypt.", What cultural influences are evident in the decorative designs on the textile fragment?," Jain architecture and painted manuscripts produced in Gujarat, India.",input_dataset/images/448532.jpg
453093, What is the title of the art?," ""The Attack on the Camel by the Lion, Crow, Wolf, and Jackal"", Folio from a Kalila wa Dimna", When was the art created?, Second quarter of the 16th century, What is the medium used in the art?, Ink and opaque watercolor on paper, What is the classification of the art?, Codices,input_dataset/images/453093.jpg
453260, What is the name of the artwork?," Calligraphic Roundel, inscribed ""Ya \'Aziz"" (Oh Mighty)", What is the date range of the artwork's creation?, late 16th–early 17th century, What material is the artwork made of?," Sandstone; carved, traces of pigment", Where is the artwork classified?, Stone,input_dataset/images/453260.jpg
454400, What is the type of art?, Pendant, What is the approximate time period in which the art was likely created?, 19th century, What materials were used to create the art?, Gold, What is the former collection to which this art belonged prior to becoming part of the Met's collection?, Lockwood de Forest's collection,input_dataset/images/454400.jpg
448518, What is the title of the artwork?, Textile Fragment, When was the artwork created?, 13th–14th century, What materials were used to create the artwork?," Cotton, plain weave; block-printed and/or painted, mordant dyed", Where was the artwork discovered?," Near Fustat, Egypt",input_dataset/images/448518.jpg
500783, What is the name of the art?, Candrapira, What material is the art made of?, Skin and iron, What is the symbolism behind the art?, It represents the moon and is worn on the player's forehead., What type of musical instrument is it classified as?, Membranophone-single-headed / frame drum,input_dataset/images/500783.jpg
453276, What is the title of the art?," ""The Battle of Shahbarghan"", Folio from a Padshahnama (Chronicle of the Emperor)", When was the art created?, 17th century, What medium was used to create the art?," Ink, opaque watercolor, and gold on paper", What event does the painting depict?, The Mughal army's victory over the Astrakhanid ruler Nasr Muhammad at the Battle of Shahbarghan in 1646,input_dataset/images/453276.jpg
446800, What type of object is this?, Amulet case, When was this object created?, 19th century, What is this object made of?, Gold and coral, What is the significance of the elongated shape of the amulet?, It alludes to a form that would have held rolled up pieces of paper inscribed with holy words.,input_dataset/images/446800.jpg
446739, What is the name of the art?," Armband (Bazuband), One of a Pair", What is the material used to make the art?," Gold, gemstones, and enamel", Where was the art formerly located?, Collection of American artist and designer Lockwood de Forest, What is the primary function of bazubands?, Worn as an important element in a suite of jewelry worn by men on the upper bicep,input_dataset/images/446739.jpg
446783, What is the name of the art piece?," Earring, One of a Set of Four", When was the art piece created?, 19th century, What is the medium used to create the art piece?, Gold, Who created the art piece?, Artist's name is not mentioned in the description.,input_dataset/images/446783.jpg
457058, What type of artwork is this?, Drawing, Who created this artwork?, Hashim, When was this artwork created?, ca. 1640, What materials were used to create this artwork?, Ink and watercolor on paper,input_dataset/images/457058.jpg
447307, Who created this artwork?, Abu'l Qasim Firdausi, What is the medium used in this artwork?," Ink, opaque watercolor, and gold on paper", What does the artwork depict?," Bazur, a sorcerer, using his magic to create a blizzard and storm during a battle", Where was the artwork likely made?, Northern India,input_dataset/images/447307.jpg
453159, What is the name of the art?, Vase, When was the art created?, 17th century, What is the primary material used in the art?, Bronze, What is the purpose of the pierced decoration on the art?," The pierced decoration is called an openwork screen, which surrounds an inner receptacle for water, making the vessel a water vase.",input_dataset/images/453159.jpg
450750, What is the title of the artwork?, Sash (Patka), When was the artwork created?, Late 17th century, What materials were used to create the artwork?, Cotton and silk, How was the artwork worn?, Tied around the waist with the floral borders displayed at the front of the body,input_dataset/images/450750.jpg
453212, What is the name of the art piece and who created it?," Folio from an illustrated manuscript, created by Abu'l Qasim Firdausi", What is the subject of the artwork?, The rescue of Bizhan by Piran, When was the piece created?, ca. 1610, What is the medium and dimensions of the artwork?," Ink, opaque watercolor, and gold on paper; Page: H. 7 7/8 in. (20 cm) W. 4 3/4 in. (12.1 cm), Painting: H. 5 3/16 in. (13.2 cm) W. 2 3/4 in. (7 cm)",input_dataset/images/453212.jpg
659905, Who designed the Cutout?, Lockwood de Forest, When was the Cutout created?, ca. 1892, What inspired the design of the Cutout?," Indian arts and crafts, specifically examples found in wood, plaster, and stone in Indian architecture", What was the intended use of the Cutout?, As ornament on architecture or furniture,input_dataset/images/659905.jpg
456312, What is the name of the art object?, Spittoon or Incense Burner, When was the art object created?, Late 16th–early 17th century, What is the material used to create the art object?," Brass; cast in sections, joined, engraved", What is the unique characteristic of Deccani metalwork seen in this art object?, Spiral fluting,input_dataset/images/456312.jpg
821905, What is the title of the artwork?, A Chinese Serow (Capricornis milneedwardsi argyrochaetes), What medium and materials were used to create the artwork?, Ink and watercolor on paper, What is the classification of the artwork?, Codices, Where was the artwork likely created?, Probably Calcutta,input_dataset/images/821905.jpg
448215, What is the name of the art?, Sash, What is the medium used to create the art?," Cotton; resist and mordant dyed, and painted", What is the approximate date of creation for the art?, ca. 1628–58, What is the typical use for this type of art?," Men’s sashes, called patkas, were wrapped around the wearer’s waist and tied with their ends hanging down in the front. They allowed men to display their wealth by tucking precious objects into the fabric.",input_dataset/images/448215.jpg
659901, Who created the Cutout?, Lockwood de Forest, What material is the Cutout made of?, Brass, What was Lockwood de Forest's inspiration for the Cutout?, Indian arts and crafts, For what purpose were these cutouts originally used?, As ornament on architecture or furniture,input_dataset/images/659901.jpg
784283, What is the name of the art?, Four European Gentlemen, When was the art created?, ca. 1860, What type of art is it?, Illustrated single work, What genre does the art belong to?, Company School Painting,input_dataset/images/784283.jpg
453064, What type of artwork is described in the metadata?, Folio from an illustrated manuscript, What is the title of the manuscript?, Page of Calligraphy from a Kalila wa Dimna, What materials were used to create the artwork?, Ink and opaque watercolor on paper, What is the cultural origin of the artwork's style?," A mix of Mamluk Egypt, Ottoman, and Safavid influences, with a suggestion of Sultanate Gujarat",input_dataset/images/453064.jpg
444964, What is the title and type of this art?, Title: Hanging; Type: Textiles-Embroidered, When was this art created?, 16th–17th century, What materials were used to create this art?," Silk; plain-weave, embroidered with silver-wrapped thread", What was the likely use of this art?, As a summer carpet or cover for a dais in a courtly setting,input_dataset/images/444964.jpg
453265, What is the name of the artwork and where is it from?," ""Suhrab Slain by Rustam,"" from a Shahnama (Book of Kings) of Firdausi, Bijapur", When was the artwork created?, ca. 1610, What materials were used to create the artwork?," Ink, opaque watercolor, and gold on paper", What is the significance of the bracelet in the story depicted in the artwork?," Rustam realized he had killed his own son, Suhrab, when he saw the arm bracelet on Suhrab's arm, which he had given to Suhrab's mother, Tahmina, many years before.",input_dataset/images/453265.jpg
457977, What is the name of the art piece?, Processional Standard ('Alam), When was the art piece created?, Late 17th–early 18th century, What material is the art piece made from?, Brass, What is the central inscription on the art piece?," ""Allah, Muhammad, \'Ali""",input_dataset/images/457977.jpg
453350, What is the title of the art?," Interior of the Hammam at the Red Fort, Delhi, Furnished According to English Taste", What is the medium of the art?, Opaque watercolor on paper, When was the art created?, ca. 1830–40, What is the classification of the art?, Codices,input_dataset/images/453350.jpg
453067, What is the name of the manuscript the folio is from?," ""Kalila wa Dimna""", When was the manuscript created?, Second quarter of the 16th century, What are the materials used to create the folio?, Ink and opaque watercolor on paper, What is the average size of the text folios?, H. 8 5/8 in. (21.9 cm) x W. 4 7/8 in. (12.4 cm),input_dataset/images/453067.jpg
446633, What is the title of the art?, Fragments of a Trellis Pattern Carpet, What materials were used to create the carpet?," Silk (warp and weft), pashmina wool (pile); asymmetrically knotted pile", Where was the carpet likely made?, Kashmir or Lahore, What was the original intended use of the carpet?," To decorate a royal building for special occasions, such as hosting audiences",input_dataset/images/446633.jpg
448466, What is the name of the art?," Illustrated album leaf: ""Hamid Bhakari Punished by Akbar"", Folio from a Manuscript of the Akbarnama. Folio from the Davis Album", Who wrote and in which year?, Written by the courtier Abu\'l Fazl between 1589 and 1598., What is the subject of the artwork?," The focus of the painting appears to be a royal hunting expedition, but in the lower left corner one finds the true subject: the courtier Hamid Bhakari gets punished by the emperor.", What is the classification of this art?, Codices,input_dataset/images/448466.jpg
453128, What type of art is this?, It is a folio from an illustrated manuscript., What is the title of the work?," ""The Tortoise Ferries the Monkey"", Folio from a Kalila wa Dimna.", What is the medium used to create this art?, Ink and opaque watercolor on paper., Where is it believed that this manuscript was originally copied from?, Egypt.,input_dataset/images/453128.jpg
453123, What is the title of the art?, Page of Calligraphy from a Kalila wa Dimna, In what century was the art created?, second quarter 16th century, What medium was used to create the art?, Ink and opaque watercolor on paper, To what country is the art attributed?, Gujarat,input_dataset/images/453123.jpg
454718, What is the name and type of the art?," Illustrated single work, titled ""Two Sides of a Bengal River Fish""", When was the art created?, ca. 1804, What are the materials used in the art?," Pencil, opaque watercolor, and gold on paper", Whose collection does the art belong to?, Marquis Wellesley,input_dataset/images/454718.jpg
453344, What is the name of the artwork?, Pierced Window Screen, When was the artwork created?, Second half 16th century, What material is the artwork made of?, Red sandstone, What was the purpose of the artwork?," It was used as a window or room divider in Indian architecture, enhancing the pleasure of its intricate geometry through the movement of its patterns in silhouette across the floor.",input_dataset/images/453344.jpg
446738, What is the object depicted in the artwork?, Bracelet, What material is the bracelet made from?, Gold and rubies, What is the significance of the makara heads on the terminals of the bracelet?," They are believed to be protective forms that represent a mythic water monster combining features of a crocodile, elephant, and fish.", What is the significance of the round object held in the jaws of the makara heads?," It has been variously interpreted as a magical jewel or a stylized rudraksha bead, sacred to the god Shiva.",input_dataset/images/446738.jpg
500751, What material is used in the making of the instrument?," Wood, skin, and string", What is the unusual characteristic of this instrument?, It is a stringed instrument built like a drum., How is the pitch of the instrument changed?, By adjusting the tension of the string with a knob., What is the primary purpose of this instrument?, It is used for rhythmic accompaniment and melodies by religious singers of the Baul faith.,input_dataset/images/500751.jpg
500712, What is the type of musical instrument described in the text?, Membranophone-double-headed / cylindrical drum, What is the material used to make the tablā?, Wood, How has the size of the tablā drums changed over time?," In the 19th century, tablā drums were closer in size than they are today, with the right-hand drum (tablā) being smaller and the left-hand drum (bāyā) being larger.", What other musical instruments did the tablā develop alongside in the 18th and 19th centuries?, Sitār and sarod,input_dataset/images/500712.jpg
452815, What is the name of the art object?, Shield, What is the material used to make the shield?, Steel; with gold overlay, What is the time period and region of the shield's origin?," Second half of 17th century, Mughal aesthetics", What are the scenes and motifs depicted on the shield?," Hunting scenes with animals, attendants, rulers, floral motifs, and a landscape with architecture and rock formations.",input_dataset/images/452815.jpg
453280, What is the name of the art?, Dish with Peony, When was the art created?, Late 17th–early 18th century, What materials were used to create the art?," Glass, opalescent green; blown, shaped with mold, enameled, and gilded", Where was the art produced?, Golconda,input_dataset/images/453280.jpg
446704, What is the name of the art object?, Anklets, Who is the artist of the anklets?, The artist's name is not provided in the description., When were the anklets created?, 19th century," What is the significance of heavy anklets in Indian culture, as suggested by some legends?"," According to some legends, heavy anklets like these could weigh up to 20 pounds and were used to prevent brides from running away from their new families.",input_dataset/images/446704.jpg
453078, What is the object's name?, Folio from an illustrated manuscript, What is the title of the art?," ""The Father's Advice Followed by a Son who Sets out to Join a Caravan with the Two Oxen"", Folio from a Kalila wa Dimna", What is the medium and date of the art?," Ink and opaque watercolor on paper, second quarter 16th century", What are the possible origins of the manuscript?," Mamluk Egypt, Ottoman, Safavid, and Sultanate Gujarat",input_dataset/images/453078.jpg
503672, What is the material used to make the conch shell?," Shell (Turbinella pyrum), brass, and wax.", What is the religious significance of the conch shell in Hinduism?," It is associated with Vishnu, the Lord of the Waters.", What type of fitting is attached to the conch shell?," Brass fittings, which indicate a link to Shaivite ritual.", What symbols and figures are depicted on the decorated conical end of the conch shell?," Rows of nagas (serpent divinities), wreath-bearing kirtimukhas (""Faces of Glory""), a yoni design (symbol of female energy), and the head of a makara (elephant/crocodile monster) with a yali (elephant/lion monster) striding atop it.",input_dataset/images/503672.jpg
453147, What is the name of the artwork?, Page of Calligraphy from a Kalila wa Dimna, What is the medium used in creating the artwork?, Ink and opaque watercolor on paper, Where is it believed the manuscript was likely copied?, Sultanate Gujarat, What is the type of artistic style used in the artwork?, Mamluk Egypt with hints of Ottoman and Safavid influences,input_dataset/images/453147.jpg
500750, What is the classification of the art?, Chordophone-Lute-plucked-fretted, When was the sitar created?, Mid-19th century, What is the title of the art?, Sitar, What materials were used to create the sitar?," Wood, ivory, metal",input_dataset/images/500750.jpg
451268, Who is the artist of the art?, Govardhan, What is the title of the art?," ""Akbar With Lion and Calf"", Folio from the Shah Jahan Album", What is the medium of the art?," Ink, opaque watercolor, and gold on paper", What is the date of the art?, verso: ca. 1630; recto: ca. 1530–50,input_dataset/images/451268.jpg
453210, What is the name of the artwork?, Buffaloes in Combat, Who created the artwork?, Miskin, When was the artwork created?, Late 16th century, What materials were used to create the artwork?," Ink, watercolor, and gold on paper",input_dataset/images/453210.jpg
454097, What is the name of the art?, Hair Ornament (Nagar), When was the art created?, 19th century, What symbols can be found in the ornament's iconography?," Lakshmi, Vishnu, Ananta Sesha, kirtimukha", Where did the ornament originate from?, South India,input_dataset/images/454097.jpg
447091, What is the name of the art?, Fish-Shaped Box, What is the material used to make the art?," Zinc alloy, cast, engraved, inlaid with silver and brass", Where was the art likely produced?, Lucknow or Hyderabad, What is the historical significance of the art?," Although bidri technique originated in the Deccan, Lucknow became an important center for production of bidri ware in the 18th and 19th centuries.",input_dataset/images/447091.jpg
452294, What is the name of the object?, Bottle, To what era does the bottle belong?, 18th century, What materials and techniques were used to create the bottle?," Glass, colorless with green tinge; mold blown, painted", Where was the bottle produced and for whom was it intended?," Kota, India; for the Indian market",input_dataset/images/452294.jpg
453338, What is the name of the script used in this Qur'an manuscript?, Bihari script, When was this manuscript created?, late 14th century, What materials were used to create this manuscript?," Ink, opaque watercolor, and gold on paper", What region is the Bihari script thought to have originated from?," Bihar region, although its exact origins are unknown",input_dataset/images/453338.jpg
448936, What is the name of the art piece?, Tent Lining Fragment, When was the art piece created?, 18th century, What materials were used to make the art piece?," Cotton, silk", What was the intended use of the art piece?," To adorn the interior of a tent, providing a decorative element to a temporary living space used during campaigns or seasonal migrations.",input_dataset/images/448936.jpg
446734, What is the name of the art object?, Bracelet, What is the title of the art object?," Bracelet with Seed Shaped Beads (Pahunchi), One of a Pair", What materials are used to make the art object?, Gold and silk, What is the significance of the seed-shaped ornaments on the bracelet?, They symbolize reproduction and fertility.,input_dataset/images/446734.jpg
453207, What is the name of the art?, Calligraphic Dish, When was the art created?, ca. 1600, What is the material used to create the art?, Copper alloy, What is the unknown function of the art?," The specific function of the art is unknown, despite being part of a group of about twenty objects with similar thuluth script decorations.",input_dataset/images/453207.jpg
456966, What is the title of the artwork?, Nawab Muzaffar 'Ali Khan on Horseback, Who is the artist of the artwork?, Rai Kalyan Das (Chitarman II), What is the date of the artwork?, ca. 1730, What is the medium and dimensions of the artwork?," Ink, opaque watercolor, gold on paper; H. 7 7/8 in. (20 cm), W. 9 5/8 in. (24.4 cm)",input_dataset/images/456966.jpg
453242, What is the primary material used in this art?, Marble, In what century was this art created?, 17th century, What is the overall shape of the basin?, Nearly square, What do the upper and lower bands of the basin feature?, Lyrical patterns of stylized lotus blossoms flanked by leaf forms,input_dataset/images/453242.jpg
453071, What is the title of the art?, Page of Calligraphy from a Kalila wa Dimna, When was the art created?, Second quarter 16th century, What materials were used to create the art?, Ink and opaque watercolor on paper, What is the cultural significance of the art?," The art contains stories from the Panchatantra, a famous book of ancient Indian animal fables, and has a strong flavor of Mamluk Egypt, Ottoman, and Safavid influences, reflecting the spread of these tales across the Middle East and Asia.",input_dataset/images/453071.jpg
453103, What is the subject matter of the art?," It is a folio from an illustrated manuscript that depicts the story of ""Kalila Visits the Imprisoned Dimna"" from the Kalila wa Dimna.", When was the art created?, It was created in the second quarter of the 16th century., What materials were used to create the art?, Ink and opaque watercolor on paper., What is the cultural significance of this artwork?," The art is based on ancient Indian animal fables, and its styles show influences from various regions, including Mamluk Egypt, Ottoman Turkey, and Safavid Iran. It is also attributed to Sultanate Gujarat in India, where it is believed to have been copied from an Egyptian original.",input_dataset/images/453103.jpg
447796, What kind of art is it?, Illustrated album leaf, What is the title of the art?, Royal Horse and Runner, When was the art created?, 16th–17th century, What materials were used to create the art?," Ink, opaque watercolor, and gold on paper",input_dataset/images/447796.jpg
453145, What is the name of the artwork?," ""The Prince Having been Proclaimed King is Paraded Through the City on a White Elephant"", Folio from a Kalila wa Dimna", What is the medium of the artwork?, Ink and opaque watercolor on paper, When was the artwork created?, Second quarter 16th century, What is the classification of the artwork?, Codices,input_dataset/images/453145.jpg
500756, What type of instrument is the Ānandalaharī?, Chordophone, What materials is the Ānandalaharī constructed from?, Wood and skin, How is the Ānandalaharī played?, By plucking a string through a wooden body with a plectrum., By what religious group was this type of instrument used?, Baul faith in Bengal,input_dataset/images/500756.jpg
453335, What is the name of the art piece?, Pilgrim Flask, When was the Pilgrim Flask created?, Early 17th century, What is the flask made of?, Brass (cast), How was the flask possibly used?," For suspension, as suggested by the four metal rings.",input_dataset/images/453335.jpg
453337, What is the title of the artwork?, Folio from a Qur'an Manuscript, When was the artwork created?, Probably early 15th century, What is the script style used in the artwork?, Bihari, What colors are used for the text?," Gold, black, and blue",input_dataset/images/453337.jpg
451275, Who created this artwork?, Balachand, When was the artwork created?, Recto: ca. 1610–15; verso: dated 1541, What is the medium used in the artwork?," Ink, opaque watercolor, and gold on paper", Who is depicted in the upper left portrait?, A Raja (Perhaps Raja Sarang Rao),input_dataset/images/451275.jpg
822698, Who is the artist of the painting?, Nanha, What is the subject of the painting?," Kuchal Oghlan, a Mughal courtier", What materials were used to create the painting?, Opaque watercolor and gold on paper, What are the dimensions of the folio and the miniature?, Folio: H. 9 3/16 in. (23.4 cm) x W. 5 7/8 in. (15 cm),input_dataset/images/822698.jpg
454429, Who is the artist of the artwork?, Sita Ram, What is the medium of the artwork?, Opaque watercolor on paper, What does the artwork depict?," The Sang-i Dalan palace complex at Motijhil, Bengal, with an emphasis on its state of decay", What style is the artwork painted in?, Picturesque style,input_dataset/images/454429.jpg
448468, What is the title of the art?," ""Princess with Attendants Picnicking in the Open Air"", Folio from the Davis Album", What is the medium used to create the art?," Ink, opaque watercolor, and gold on paper", What is the date of the art?, 18th century, What is the classification of the art?, Codices,input_dataset/images/448468.jpg
500778, What is the name of the art?, Ghungru, What material is the Ghungru made of?, Brass, What is the purpose of a Ghungru?," To articulate rhythms in dances, especially in kathak, by being worn on the ankles of dancers.", What is the diameter of the Ghungru?," Inner diameter: 2 1/2 in. (6.4 cm), Outer diameter: 4 1/16 in. (10.3 cm)",input_dataset/images/500778.jpg
451401, What is the title of the art?, Portrait of a Sufi, When was the art created?, First quarter of the 17th century, What materials were used to create the art?," Ink, opaque watercolor, and gold on paper", What is the significance of the figure's posture and gaze?," The figure's curled-up posture and lowered gaze suggest a state of deep introspection and meditation, which is common among Sufi practitioners.",input_dataset/images/451401.jpg
452521, What is the name of this art?, Pawn in the Form of an Indian Lady, When was this art created?, 18th century, What is the medium used to create this art?," Ivory; painted, gilded, and lacquered", What is the classification of this art?, Gaming pieces,input_dataset/images/452521.jpg
505237, What type of instrument is a Vīnā (bīn)?, Chordophone-Zither-plucked-tube, When was this particular Vīnā (bīn) created?, Mid-19th century, What materials are used to make this instrument?," Gourd, metal, and wax", How do the frets stay affixed to the instrument?, By a resinous wax like substance,input_dataset/images/505237.jpg
448530, What is the name of the artwork?, Textile Fragment, What is the technique used to create the designs?," Block-printing, mordant, and resist dyeing", What period does the textile fragment belong to?, 15th–16th century, Where was the textile fragment found?," Near Fustat, Egypt",input_dataset/images/448530.jpg
454038," Who commissioned the ""Eight Men in Indian and Burmese Costume"" painting?", The Scottish brothers William and James Fraser, Where was the painting produced?, Delhi, What is the medium used in the painting?," Ink, opaque watercolor, and gold on paper with margins of gold on dyed paper", What is a possible identity of the main figure depicted in the painting?, A Burmese ambassador to Delhi,input_dataset/images/454038.jpg
452780, What is the subject matter of the art?, It depicts a series of masks in a frieze., When was the art created?, 15th–early 16th century., What is the material used for the art?, Sandstone., What is the geographic origin of the art?," Mathura region, India, as indicated by the red sandstone.",input_dataset/images/452780.jpg
448531, What is the material and technique used to create the textile fragment?," Cotton, plain weave; block-printed, resist dyed.", What is the approximate time period when the fragment was created?, 13th–14th century., What is the size of the textile fragment?," L. 10 in. (25.4 cm), W. 11 1/2 in. (29.2 cm).", What are some of the cultural influences reflected in the fragment's design?, Jain stylistic traditions typically found in architecture and painted manuscripts associated with Gujarat.,input_dataset/images/448531.jpg
447300, What is the title of the art?," ""Kai Khusrau, Farangis and Giv Crossing the River Jihun (Oxus)""", Who is the artist of the art?, Abu'l Qasim Firdausi, What medium is used in the creation of the art?," Ink, opaque watercolor, silver, and gold on paper (Main support); Ink and gold on dyed paper (Margins)", What is the classification of the art?, Codices,input_dataset/images/447300.jpg
454619, Who is the artist of the artwork?, Bhavanidas, What type of art is it?, Illustrated single work, What medium is used in the artwork?, Opaque watercolor and gold on paper, When was the artwork created?, ca. 1705–20,input_dataset/images/454619.jpg
838357, What is the name of the art piece?, Shawl, To what century does the Shawl belong?, 19th century, What material is used to make the Shawl?, Wool, What influenced the popularity of shawls in Europe?," The sophisticated male dress of the Mughal court and the fashion trends of the ""Empire"" era.",input_dataset/images/838357.jpg
451118, What is the name of the art?, Archer's Ring, When was the art created?, 17th century, What is the material used to create the art?, Nephrite, What was the purpose of the Archer's Ring?, To protect the archer's thumb from the thrust of the bowstring during archery.,input_dataset/images/451118.jpg
446744, What is the material used to make the armlet?, Gold and precious stones, When is the armlet believed to have been made?, 19th century, Who was the previous owner of the armlet?, Lockwood de Forest, Where was the armlet purchased?, India,input_dataset/images/446744.jpg
454139, What is the name of the art?, Page of Calligraphy, Who created the art?, Muhammad Ashraf Al-Radhawi, When was the art created?, December 1658 CE, What type of script is used in the art?, Nasta'liq,input_dataset/images/454139.jpg
446713, What is the name of the art object?, Box, What material is the art object made of?, Silver, Approximately when was the art object created?, 19th century, What is the overall shape of the art object?, Box,input_dataset/images/446713.jpg
455285, What is the name of the art object?, Ivory Panel from a Cabinet with Flowers and Birds, When was the art object created?, Late 17th century, What material is the art object made of?, Ivory veneer over wood, What was the potential purpose of the art object?," As part of an ivory-veneered cabinet, possibly for export to the Netherlands",input_dataset/images/455285.jpg
445261, What is the name of the art?, Pashmina Carpet Fragment, In what century was the art created?, First half of the 17th century, What type of technique was used to create the art?, Asymmetrically knotted pile, What dye was likely used to achieve the rich red color of the ground?, Lac and madder plant,input_dataset/images/445261.jpg
